"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"1299_369.195_5.009",0.080564,0.073704,0.085977,0.10124,0.099366
"1300_281.176_4.425",0.16936,0.12228,0.12851,0.12214,0.11658
"1301_367.215_6.421",0.051978,0.083771,0.081041,0.077144,0.074625
"1302_532.169_0.407",0.015556,0.029926,0.029788,0.033529,0.056173
"1303_353.164_3.15",0.079785,0.075487,0.071069,0.067613,0.064737
"1304_339.183_4.774",0.44745,2.1418,2.0998,2.0695,2.0088
"1305_351.207_2.72",0.068078,0.054828,0.075292,0.092456,0.090677
"1306_671.393_4.573",0.054876,0.042614,0.042642,0.04514,0.045436
"1307_323.187_6.454",1.2964,0.94375,0.97896,1.1452,1.0943
"1308_315.184_3.756",0.28749,0.45622,0.42645,0.4209,0.40976
"1309_269.212_4.336",0.44497,0.61746,0.57342,0.56989,0.5631
"1310_329.237_5.875",0.27629,0.36633,0.34023,0.33434,0.32636
"1311_723.41_3.583",0.086361,0.083044,0.08173,0.081533,0.077893
"1312_665.407_3.856",0.0039024,0.082067,0.17289,0.2401,0.24062
"1313_267.196_5.563",0.17637,0.14424,0.15814,0.16233,0.17177
"1314_415.351_6.21",0.14822,0.19548,0.1823,0.17451,0.167
"1315_955.546_8.005",0.04794,0.1908,0.18729,0.19535,0.1988
"1316_383.211_5.482",0.10467,0.10898,0.10686,0.10606,0.10063
"1317_371.174_3.867",0.066859,0.086734,0.17692,0.16807,0.22274
"1318_325.203_5.593",1.0313,3.7435,3.7691,4.5699,4.3787
"1319_397.191_5.261",0.10429,0.097745,0.090769,0.086483,0.081986
"1320_691.422_6.186",0.17786,0.13137,0.14021,0.13338,0.12878
"1321_373.189_2.427",0.070389,0.21782,0.36402,0.50897,0.5164
"1322_671.393_6.061",0.10109,0.10038,0.09332,0.088759,0.084134
"1323_387.206_4.174",0.11427,0.12927,0.12063,0.11502,0.10901
"1324_341.199_4.357",1.6494,3.1009,2.9471,2.8457,2.7586
"1325_357.194_3.16",0.38155,0.65298,0.62538,0.62327,0.61364
"1326_179.084_4.374",0.010349,0.11371,0.28548,0.40957,0.41226
"1327_283.192_4.373",0.056574,0.040819,0.188,0.2825,0.28075
"1328_497.306_4.381",0.022663,0.056771,0.17711,0.25637,0.25778
"1329_349.191_3.447",0.11292,0.13153,0.12884,0.13069,0.12451
"1330_397.339_6.209",0.1656,0.22397,0.20929,0.201,0.19237
"1331_357.194_1.843",0.010849,0.077691,0.23625,0.3431,0.34525
"1332_364.276_4.367",0.015954,0.068744,0.14406,0.19127,0.18498
"1333_723.41_2.412",0.22011,0.48391,0.6771,0.871,0.87071
"1334_624.52_9.117",0.19412,0.2459,0.22833,0.22078,0.21262
"1335_579.438_10.88",0.088756,0.08699,0.084558,0.083994,0.08003
"1336_707.414_2.72",0.052777,0.037718,0.0866,0.11919,0.11868
"1337_319.215_2.14",0.14742,0.17331,0.16129,0.15596,0.14956
"1338_323.187_6.814",0.10968,0.28448,0.26823,0.25773,0.24902
"1339_637.447_4.367",0.022644,0.12752,0.22962,0.31259,0.31319
"1340_705.4_3.71",0.035101,0.039026,0.11249,0.15902,0.15932
"1341_399.206_5.091",0.085656,0.08179,0.081821,0.083804,0.080275
"1342_691.42_1.84",0.044333,0.034771,0.097421,0.13685,0.13663
"1343_691.42_3.177",0.13177,0.32304,0.63465,0.90962,0.88927
"1344_719.379_3.142",0.035612,0.028775,0.034984,0.037506,0.040761
"1345_708.514_11.037",0.12068,0.25235,0.26612,0.30974,0.29606
"1346_456.4_7.506",0.044988,0.033913,0.082924,0.098521,0.099827
"1347_397.192_4.174",0.088997,0.085628,0.080078,0.076085,0.072248
"1348_397.191_4.456",0.11979,0.16372,0.21477,0.25466,0.27216
"1349_287.224_5.236",0.25599,0.33132,0.41746,0.39668,0.376
"1350_427.203_5.212",0.041418,0.39359,0.42171,0.47273,0.45914
"1351_339.183_5.428",0.10678,0.10286,0.095657,0.090887,0.086336
"1352_285.179_5.217",0.098937,0.10665,0.099863,0.096755,0.091698
"1353_675.427_6.71",0.12111,0.096299,0.090778,0.086305,0.08179
"1354_577.497_7.64",0.50844,0.73168,0.67939,0.65941,0.63742
"1355_476.337_5.281",0.57311,0.86536,0.8042,0.7783,0.74982
"1356_667.492_4.451",0.1677,0.20247,0.18836,0.18321,0.17678
"1357_603.402_8.469",0.34949,0.48385,0.44908,0.43634,0.42185
"1358_330.269_4.739",0.27167,0.36175,0.33579,0.32698,0.3166
"1359_319.216_3.192",0.35108,0.50908,0.47427,0.45138,0.42852
"1360_663.46_5.727",0.22089,0.29236,0.27136,0.26073,0.24911
"1361_679.492_5.705",0.14209,0.16567,0.15419,0.14881,0.14245
"1362_695.451_3.182",0.12066,0.14154,0.13137,0.12481,0.11843
"1363_341.235_6.643",0.14273,0.1734,0.16095,0.15348,0.14556
"1364_559.486_7.64",0.12087,0.13523,0.12596,0.12076,0.11485
"1365_624.52_9.134",0.13261,0.15193,0.14149,0.13636,0.13027
"1366_757.562_10.339",0.11441,0.12598,0.1174,0.11234,0.10669
"1367_427.24_5.477",0.12033,0.1344,0.12522,0.1201,0.11426
"1368_341.199_4.077",0.12558,0.1419,0.13217,0.12704,0.12107
"1369_679.456_7.7",0.12628,0.14297,0.13314,0.1279,0.12185
"1370_343.215_4.509",0.18883,0.20558,0.19368,0.19433,0.18419
"1371_343.216_5.355",0.0776,0.071386,0.07328,0.074295,0.071753
"1372_385.227_5.107",0.3012,0.4283,0.39839,0.38062,0.36179
"1373_315.183_4.072",0.059476,0.053662,0.062537,0.0693,0.087261
"1374_627.439_5.625",0.29441,0.27219,0.28881,0.31655,0.52611
"1375_339.183_5.554",0.091407,0.095512,0.089858,0.086418,0.082541
"1376_285.208_4.095",0.10706,0.15034,0.14023,0.13385,0.1286
"1377_362.26_4.816",0.024862,0.068323,0.06348,0.060398,0.05724
"1379_373.19_3.526",0.085903,0.082275,0.081947,0.083416,0.079658
"1380_301.204_3.197",0.10728,0.12255,0.11889,0.11984,0.11641
"1381_283.193_4.979",0.053837,0.041125,0.065419,0.07613,0.079743
"1382_355.179_2.269",0.11417,0.13449,0.12482,0.11892,0.11322
"1384_285.208_6.452",0.024083,0.039437,0.144,0.20072,0.22169
"1385_317.199_3.647",0.072066,0.068966,0.10537,0.14099,0.1576
"1386_813.565_6.057",0.041671,0.072196,0.067006,0.063837,0.061112
"1387_747.411_4.191",0.26577,0.21448,0.20973,0.28934,0.30396
"1388_374.261_6.506",0.15855,0.13821,0.13277,0.1499,0.14974
"1389_1297.823_6.277",0.10163,0.099332,0.092475,0.088193,0.083602
"1390_405.22_5.11",0.10045,0.10015,0.093282,0.088881,0.084235
"1391_405.22_5.202",0.17015,0.17313,0.18113,0.27315,0.27531
"1392_615.46_9.71",0.10147,0.09949,0.092635,0.088336,0.083734
"1393_371.247_6.826",0.067862,0.084282,0.078538,0.075052,0.071128
"1394_831.434_5.207",0.063593,0.049124,0.06546,0.083234,0.08076
"1395_413.223_5.779",0.11552,0.12441,0.1196,0.12879,0.1257
"1396_331.18_4.191",0.23143,0.19152,0.18535,0.24121,0.2499
"1397_359.212_5.564",0.13197,0.096522,0.094946,0.090247,0.085764
"1398_691.422_5.979",0.10834,0.097404,0.090404,0.086219,0.081831
"1399_361.228_5.95",0.22656,0.18628,0.23734,0.23105,0.22688
"1400_311.223_7.65",0.23697,0.30858,0.29488,0.28108,0.27251
"1401_427.24_6.213",0.085774,0.28432,0.27579,0.26216,0.30333
"1402_387.206_4.865",0.11121,0.1136,0.10704,0.10453,0.099516
"1403_299.189_4.616",0.54464,1.1672,1.0838,1.0311,0.98286
"1404_333.196_4.731",0.195,0.15245,0.16206,0.15656,0.15277
"1405_473.313_5.631",0.12584,0.1148,0.11034,0.10492,0.11578
"1406_269.212_5.619",0.30887,0.74035,0.70676,0.672,0.7435
"1407_303.22_5.786",0.66312,0.49023,0.56612,0.65431,0.76151
"1408_577.497_7.569",0.073176,0.05741,0.063052,0.062533,0.060557
"1409_694.544_10.79",0.09877,0.10009,0.094605,0.091368,0.086945
"1410_369.231_6.887",0.085529,0.065349,0.068702,0.11683,0.19958
"1411_341.2_4.874",0.11551,0.096104,0.089836,0.085418,0.081049
"1412_315.145_0.976",0.10657,0.097456,0.090471,0.08629,0.082074
"1413_375.237_3.742",0.080257,0.068501,0.065863,0.062704,0.062755
"1414_341.198_4.66",0.11716,0.10348,0.12149,0.12573,0.13079
"1415_299.187_4.051",0.10725,0.10345,0.096359,0.092021,0.087211
"1416_499.357_7.381",0.26079,0.3445,0.32321,0.31932,0.30886
"1417_659.429_3.334",0.23,0.41628,0.39561,0.38595,0.36858
"1418_315.184_4.917",0.10516,0.17941,0.16889,0.16409,0.15855
"1419_359.212_5.686",0.12436,0.11481,0.10739,0.104,0.098557
"1420_303.22_5.6",6.274,7.7056,7.1555,8.2498,9.2666
"1421_369.16_3.386",0.087885,0.094232,0.087922,0.083602,0.07925
"1422_381.196_5.763",0.1391,0.10487,0.10138,0.096308,0.092415
"1423_731.416_3.857",0.015172,0.063041,0.14445,0.1983,0.19684
"1424_301.205_5.888",0.12522,0.098329,0.096491,0.092444,0.089481
"1425_327.219_5.234",0.14038,0.11596,0.11894,0.11309,0.11017
"1426_269.213_6.421",0.08454,0.31151,0.34558,0.34371,0.33528
"1427_565.458_11.283",0.038506,0.065934,0.061783,0.062561,0.059312
"1428_691.42_1.523",0.039383,0.035888,0.10312,0.14413,0.14368
"1429_287.224_5.851",0.28496,0.69839,0.73806,0.72748,0.71009
"1430_287.224_6.422",0.1597,0.51287,0.5565,0.54334,0.53516
"1431_269.212_5.848",0.035778,0.20516,0.23709,0.23772,0.23301
"1432_663.461_5.062",0.036497,0.058743,0.088723,0.09234,0.092126
"1433_997.688_5.967",0.015083,0.16139,0.19238,0.19383,0.19004
"1434_305.237_5.758",0.048441,0.043268,0.071045,0.074961,0.076774
"1435_328.253_6.421",0.06822,0.050535,0.060741,0.061254,0.059839
"1436_411.244_7.279",0.077965,0.065229,0.067182,0.065713,0.0633
"1437_271.229_8.07",0.072106,0.056028,0.062564,0.06234,0.060811
"1438_285.208_6.616",0.061236,0.043779,0.060993,0.062829,0.06207
"1439_319.216_4.183",0.066938,0.049319,0.058237,0.058147,0.057851
"1440_301.204_6.816",6.9021,5.4285,5.0482,4.8124,4.6602
"1441_289.239_7.542",0.019114,0.19094,0.22536,0.21554,0.22218
"1442_631.47_5.878",0.23253,0.67084,0.7196,0.70367,0.68602
"1443_781.087_5.963",0.055305,0.041646,0.064297,0.067431,0.06651
"1444_476.337_5.843",0.056323,0.042046,0.063672,0.06625,0.064833
"1445_343.214_5.236",0.070393,0.052966,0.061028,0.060853,0.058473
"1446_631.47_6.16",0.33167,0.32875,0.80049,0.76375,0.8377
"1447_324.21_6.025",0.053517,0.03957,0.045252,0.043001,0.059437
"1448_369.231_7.113",0.074629,0.060371,0.060255,0.057499,0.058018
"1449_369.232_7.144",0.041933,0.045142,0.056109,0.053864,0.069332
"1450_345.232_5.956",0.011455,0.0912,0.094775,0.090057,0.11908
"1451_305.236_6.307",1.1226,2.4089,2.2861,2.1738,2.3581
"1452_641.479_4.673",0.56386,1.2634,1.2017,1.1427,1.249
"1453_303.22_4.673",0.98528,2.1285,2.0204,1.9212,2.0855
"1454_363.245_4.791",0.1989,0.51545,0.49396,0.46967,0.52608
"1455_287.224_6.301",0.15836,0.43246,0.41554,0.39509,0.4461
"1456_461.246_4.63",0.077067,0.26677,0.25919,0.24639,0.28644
"1457_385.227_6.134",0.050237,0.21237,0.20802,0.19772,0.23438
"1458_609.488_6.312",0.024866,0.16167,0.16036,0.15242,0.18591
"1459_363.244_5.956",0.090766,0.2946,0.28537,0.2713,0.31342
"1460_340.206_3.748",0.040004,0.19227,0.18894,0.17962,0.21481
"1461_404.273_5.949",0.055935,0.22413,0.21897,0.20816,0.24551
"1462_447.266_5.369",0.033194,0.17829,0.17599,0.16727,0.20154
"1463_631.47_6.306",0.00032368,0.1137,0.11533,0.10964,0.14073
"1464_381.256_4.791",0.019227,0.077398,0.081962,0.077882,0.10558
"1465_961.72_4.673",0.0044534,0.12167,0.12295,0.11685,0.14768
"1466_747.484_5.147",0.047075,0.040484,0.047404,0.045034,0.065299
"1467_419.234_3.836",0.060967,0.043785,0.047149,0.044852,0.055687
"1468_563.348_5.055",0.046162,0.040766,0.048076,0.045688,0.066231
"1469_339.243_2.922",0.052965,0.03937,0.045945,0.043777,0.059134
"1470_445.25_4.919",0.045113,0.041547,0.048705,0.046271,0.067411
"1471_363.245_6.218",0.067303,0.050888,0.052098,0.049643,0.055366
"1472_719.452_4.806",0.082775,0.075271,0.071614,0.068189,0.066504
"1473_623.467_3.766",0.087133,0.082951,0.07823,0.074459,0.071538
"1474_404.272_4.945",0.056427,0.040578,0.045357,0.043106,0.057676
"1475_381.261_4.213",0.077271,0.065803,0.063583,0.060521,0.061051
"1476_337.227_4.055",0.075192,0.062264,0.06055,0.057588,0.059179
"1477_601.479_9.69",0.082848,0.075399,0.071721,0.068289,0.066586
"1478_400.23_4.791",0.076202,0.063858,0.061827,0.058796,0.059913
"1479_371.247_6.385",0.080942,0.071944,0.068752,0.065453,0.064329
"1480_427.24_6.486",0.083011,0.07547,0.071732,0.068274,0.06641
"1481_289.24_5.925",0.086672,0.082126,0.077515,0.073782,0.070971
"1482_419.234_3.934",0.08804,0.084578,0.079648,0.0758,0.07267
"1483_429.256_5.528",0.087422,0.083466,0.078686,0.074895,0.071888
"1484_382.218_5.055",0.076015,0.063609,0.061636,0.058618,0.059888
"1485_337.228_3.126",0.08458,0.078424,0.074308,0.07074,0.06851
"1486_319.217_2.262",0.087795,0.084134,0.079272,0.075453,0.072349
"1487_375.215_4.256",0.063014,0.081531,0.075959,0.072669,0.068867
"1488_631.47_5.616",0.021656,0.07378,0.077453,0.073845,0.10414
"1489_327.218_5.608",0.034099,0.05506,0.060169,0.05736,0.082167
"1490_601.48_10.104",0.044604,0.04211,0.048166,0.045844,0.07016
"1491_445.25_5.071",0.070127,0.054584,0.054165,0.051459,0.056964
"1492_609.488_6.017",0.071776,0.057017,0.05609,0.053292,0.057744
"1493_809.452_5.103",0.12206,0.12416,0.1179,0.11882,0.1141
"1494_330.269_7.705",0.065599,0.048695,0.05003,0.047548,0.055984
"1495_701.44_5.058",0.038477,0.069407,0.067652,0.064275,0.10294
"1496_429.265_5.687",0.11856,0.15921,0.14836,0.14188,0.13778
"1497_301.204_5.069",0.11009,0.11108,0.10384,0.1001,0.099696
"1498_289.239_5.177",0.65042,0.46504,0.44442,0.4528,0.42939
"1499_659.429_5.264",0.12907,0.1213,0.11524,0.11742,0.1252
"1500_401.223_3.859",0.10812,0.11346,0.10595,0.10127,0.098593
"1502_919.676_6.603",0.036386,0.057687,0.05515,0.054069,0.051417
"1504_587.228_7.621",0.013821,0.046885,0.044692,0.044612,0.049163
"1505_609.451_8.672",0.067469,0.064467,0.066536,0.066099,0.065382
"1506_719.379_2.787",0.087193,0.086504,0.08094,0.076902,0.073304
"1507_387.17_3.311",0.07982,0.075417,0.071132,0.067616,0.064545
"1508_331.18_3.151",0.085983,0.084619,0.079301,0.075337,0.071758
"1509_283.192_6.453",0.08107,0.058049,0.055618,0.052872,0.059911
"1510_269.212_7.087",0.078213,0.12193,0.11335,0.10768,0.1025
"1511_287.224_4.966",0.16263,0.1389,0.13096,0.12615,0.1204
"1512_399.207_3.801",0.024036,0.1476,0.25142,0.33794,0.33357
"1513_271.228_6.812",0.22091,0.17018,0.20288,0.19622,0.19962
"1514_333.232_6.507",0.10608,0.10998,0.10265,0.098171,0.093035
"1515_325.203_5.446",0.13434,0.13477,0.14094,0.1481,0.14437
"1516_377.297_6.932",0.11237,0.13728,0.12742,0.1214,0.11676
"1517_305.235_4.978",0.13066,0.15896,0.14758,0.14019,0.13312
"1518_339.183_4.073",0.15147,0.10891,0.12126,0.12099,0.12674
"1519_383.211_5.064",0.11977,0.11221,0.10834,0.10326,0.098495
"1520_319.216_5.262",0.10709,0.10537,0.1,0.095021,0.090049
"1521_317.199_2.033",0.29239,0.42448,0.4061,0.40713,0.40468
"1522_357.194_4.079",0.11472,0.11133,0.10452,0.10117,0.099375
"1523_338.332_8.713",0.04079,0.20815,0.19454,0.22371,0.23841
"1524_317.199_5.506",0.39849,0.38244,0.40132,0.42253,0.43922
"1525_301.204_4.406",0.095323,0.21672,0.4262,0.63087,0.64957
"1526_322.194_5.57",0.74778,0.60023,0.64883,0.84463,0.86755
"1528_587.445_5.569",0.19069,0.13677,0.12757,0.12287,0.11893
"1529_341.199_6.452",0.070968,0.05963,0.056142,0.053556,0.050781
"1530_582.485_9.912",0.090085,0.09669,0.090268,0.086036,0.081713
"1531_405.22_3.346",0.10566,0.1094,0.10258,0.098796,0.093748
"1532_605.402_9.349",0.087221,0.094848,0.088474,0.084225,0.079837
"1533_305.235_5.286",0.13364,0.38891,0.37699,0.3595,0.37025
"1534_373.192_5.208",0.13253,0.13339,0.12777,0.13306,0.12896
"1535_401.223_2.037",0.10278,0.1023,0.095659,0.091806,0.087699
"1536_749.521_9.967",0.062367,0.099209,0.092766,0.089628,0.090054
"1537_831.434_7.104",0.29497,0.28376,0.29467,0.40004,0.41187
"1538_371.211_5.063",0.41666,0.30823,0.32218,0.31899,0.3442
"1539_373.19_3.722",0.021849,0.1262,0.22797,0.31037,0.31107
"1540_399.207_5.685",0.22753,0.22159,0.22452,0.28527,0.29005
"1541_313.168_5.208",0.19424,0.19122,0.19057,0.23031,0.23172
"1542_809.452_7.104",0.1478,0.14792,0.14323,0.15597,0.15301
"1543_626.311_5.183",0.20228,0.1958,0.19698,0.24245,0.24498
"1544_345.196_5.685",0.1313,0.13227,0.12657,0.13131,0.12713
"1545_831.434_6.99",0.13348,0.13513,0.1294,0.13506,0.13096
"1546_413.223_6.347",0.11962,0.12283,0.11628,0.1162,0.11129
"1547_459.23_5.632",0.11823,0.12048,0.11408,0.11364,0.10876
"1548_413.223_6.742",0.1352,0.13667,0.13103,0.13746,0.13348
"1549_421.216_3.697",0.11717,0.11964,0.11318,0.11238,0.10745
"1550_563.293_4.184",0.10963,0.1124,0.10577,0.10286,0.097817
"1551_459.23_4.865",0.1083,0.11271,0.10579,0.10245,0.097329
"1552_445.214_3.346",0.11048,0.11381,0.10708,0.1043,0.099224
"1553_831.434_6.742",0.11187,0.11513,0.10843,0.10602,0.10096
"1554_759.448_7.952",0.10874,0.11321,0.10628,0.10304,0.097911
"1555_789.422_6.546",0.1135,0.11684,0.11015,0.10816,0.10311
"1556_819.578_5.145",0.1077,0.11254,0.10555,0.10205,0.096909
"1557_1640.888_7.104",0.10998,0.11353,0.10676,0.10386,0.098774
"1558_443.199_3.697",0.11615,0.11903,0.11247,0.1113,0.10632
"1559_809.451_6.742",0.10563,0.10916,0.10237,0.098598,0.093561
"1560_377.224_5.685",0.10747,0.11101,0.10422,0.10077,0.095704
"1561_443.198_3.399",0.10121,0.10335,0.096779,0.09249,0.087662
"1562_399.207_5.448",0.10749,0.11137,0.10453,0.10107,0.095982
"1563_382.182_4.184",0.10543,0.10885,0.10208,0.098279,0.093252
"1564_687.462_6.483",0.10359,0.1041,0.097793,0.093904,0.089066
"1565_809.452_6.985",0.10178,0.10352,0.097013,0.092811,0.087977
"1567_301.204_6.647",0.14753,0.13891,0.13641,0.14998,0.14784
"1568_375.208_4.504",0.08995,0.095468,0.08927,0.085067,0.080619
"1569_645.534_12.197",0.03573,0.029578,0.07696,0.11944,0.1234
"1570_317.2_5.678",0.11919,0.12344,0.11553,0.10979,0.10772
"1571_512.332_6.101",0.16814,0.1975,0.18338,0.17503,0.16589
"1572_691.42_4.112",0.011631,0.065266,0.060724,0.05937,0.061139
"1573_415.239_6.19",0.075497,0.089289,0.082871,0.078892,0.076767
"1574_315.184_4.268",0.00815,0.054249,0.050745,0.048301,0.046542
"1575_371.175_4.092",0.035724,0.027028,0.03361,0.042328,0.040705
"1576_151.089_5.583",0.125,0.17062,0.16318,0.1606,0.15697
"1578_335.211_3.353",0.077738,0.088505,0.08272,0.079309,0.075592
"1579_339.184_5.042",0.061216,0.047966,0.046236,0.051223,0.049608
"1580_301.204_4.559",0.32603,0.47826,0.45167,0.44424,0.45407
"1581_303.219_5.087",0.11418,0.20008,0.18853,0.17997,0.17464
"1582_719.379_2.98",0.070418,0.085433,0.079648,0.076349,0.072359
"1583_573.39_9.707",0.090535,0.097001,0.090516,0.086121,0.081616
"1584_333.232_6.242",0.80523,0.57622,0.57499,0.56296,0.54965
"1585_369.195_4.936",0.055509,0.077473,0.07222,0.07017,0.066504
"1586_601.425_6.453",0.20143,0.14421,0.1452,0.15239,0.17623
"1587_374.261_0.52",0.085311,0.092738,0.086647,0.082615,0.078298
"1588_707.171_9.141",0.1058,0.10848,0.10227,0.097644,0.092834
"1589_339.183_5.634",0.094994,0.10001,0.093725,0.08905,0.084401
"1590_305.235_6.098",0.34097,0.30077,0.403,0.42263,0.43343
"1591_703.515_10.836",0.10556,0.1212,0.11263,0.10724,0.10162
"1592_341.199_4.572",0.51156,1.1388,1.1459,1.1788,1.2764
"1593_655.398_4.609",0.28466,0.4829,0.47124,0.48358,0.48173
"1594_723.411_3.724",0.069485,0.056954,0.073971,0.088044,0.085983
"1595_333.195_2.421",0.053273,0.038075,0.088835,0.12569,0.12472
"1596_392.235_2.412",0.056815,0.041094,0.08281,0.1122,0.11159
"1597_331.18_1.403",0.069097,0.056484,0.075453,0.093001,0.090609
"1598_521.299_3.153",0.08342,0.078539,0.079069,0.080395,0.076657
"1599_331.18_3.436",0.072414,0.061118,0.074768,0.087197,0.084982
"1600_177.07_3.839",0.077294,0.086369,0.08097,0.077596,0.073538
"1601_751.37_1.409",0.07422,0.063847,0.075022,0.085681,0.08322
"1602_351.206_2.427",0.082458,0.076501,0.079664,0.084852,0.081853
"1603_521.299_3.176",0.088248,0.086134,0.084068,0.083881,0.079981
"1604_349.191_2.694",0.084807,0.080452,0.080403,0.081388,0.078009
"1605_388.277_3.26",0.061008,0.06979,0.067894,0.069202,0.065878
"1607_771.412_4.271",0.061268,0.078615,0.073432,0.070322,0.066708
"1608_478.292_5.41",0.083637,0.090022,0.084217,0.080175,0.075996
"1609_333.197_1.797",0.082518,0.091238,0.085183,0.081073,0.076848
"1610_367.216_6.914",0.076763,0.091464,0.085168,0.081294,0.077057
"1611_374.261_6.265",0.086638,0.078242,0.073819,0.076641,0.074388
"1612_347.248_4.64",0.12589,0.1506,0.13978,0.13279,0.12604
"1613_269.212_5.298",0.12308,0.60789,0.59981,0.57189,0.58025
"1614_581.453_9.919",0.080007,0.091678,0.085349,0.08125,0.077588
"1616_661.466_10.223",0.082866,0.095427,0.089688,0.088092,0.083655
"1617_180.076_5.647",0.096784,0.1216,0.11286,0.10733,0.10217
"1618_387.207_4.607",0.054677,0.076139,0.07092,0.06813,0.064729
"1619_230.193_2.307",0.12548,0.14758,0.13706,0.13083,0.12498
"1620_317.2_3.189",0.51917,0.80343,0.7788,0.79381,0.79693
"1621_299.187_3.2",0.18748,0.24975,0.23524,0.23062,0.22576
"1622_228.189_0.999",0.12441,0.14581,0.1354,0.1292,0.12338
"1623_344.249_5.603",0.14393,0.17494,0.16263,0.15449,0.14685
"1624_357.195_3.067",0.10315,0.10231,0.095689,0.091921,0.087931
